Epoch,Validation Loss,Sparsity
1,1.00362175703,0.399642072622
2,1.00128144026,0.398945428931
3,0.998309731483,0.398107127887
4,0.993711948395,0.397060221839
5,0.985283881426,0.395707200075
6,0.967731952667,0.393774935575
7,0.923038005829,0.391454568741
8,0.778155952692,0.390869504471
9,0.696110278368,0.391874689518
10,0.692453950644,0.39164813478
11,0.691129803658,0.391616116338
12,0.690229713917,0.391550624069
13,0.689516484737,0.39149434923
14,0.68890863657,0.391423520554
15,0.688351094723,0.391336197529
16,0.687804251909,0.391268764748
17,0.68723577261,0.391205698118
18,0.686615079641,0.391122741244
19,0.685914427042,0.391032507452
20,0.685105472803,0.390925294182
21,0.684146285057,0.390843307563
22,0.682983577251,0.39073221327
23,0.681553333998,0.390678364071
24,0.679765790701,0.390577942592
25,0.677497029305,0.390493530334
26,0.674582779408,0.390447443182
27,0.670818477869,0.390486253415
28,0.665990978479,0.390524578521
29,0.659959882498,0.390700679955
30,0.652794390917,0.390939848019
31,0.645045429468,0.391290595504
32,0.637913197279,0.391620482489
33,0.632567852736,0.391851888506
34,0.629232645035,0.392118223733
35,0.627210468054,0.392287048249
36,0.625802010298,0.39237291589
37,0.624638825655,0.39242433945
38,0.62357750535,0.392486920951
39,0.622563034296,0.392538829639
40,0.621578335762,0.392527186569
41,0.620602786541,0.392518454266
42,0.619614750147,0.392560175267
43,0.61860281229,0.392582976279
44,0.617550730705,0.39262469728
45,0.61644127965,0.392624212152
46,0.615257680416,0.392634884966
47,0.613975614309,0.392657685979
48,0.612564742565,0.392688249038
49,0.611002624035,0.392728999783
50,0.609253853559,0.392791096156
51,0.607276409864,0.392895883787
52,0.605021208525,0.392987087835
53,0.602426707745,0.393020076534
54,0.599440962076,0.393180653875
55,0.59598633647,0.393318430204
56,0.591986119747,0.393549351093
57,0.58736795187,0.393824418623
58,0.582108169794,0.394091238978
59,0.576220095158,0.394442471591
60,0.569804817438,0.394798070355
61,0.563069969416,0.39524438804
62,0.55628412962,0.395772207216
63,0.549729436636,0.39626994846
64,0.543576806784,0.396770600472
65,0.537812113762,0.397253302751
66,0.532334715128,0.397724847088
67,0.526977270842,0.398253636519
68,0.521713376045,0.398776604415
69,0.516522288322,0.399239416449
70,0.511401385069,0.399717752577
71,0.506359040737,0.400187356402
72,0.501382485032,0.400615239226
73,0.496442556381,0.401098911761
74,0.491558358073,0.401612662227
75,0.486813023686,0.402121561413
76,0.482327625155,0.402590194983
77,0.478213131428,0.402980722957
78,0.474545672536,0.403421704235
79,0.471337839961,0.403766630185
80,0.468553885818,0.404120288438
81,0.466119468212,0.404408454421
82,0.463945254683,0.404700501428
83,0.461965382099,0.404950827434
84,0.460120499134,0.405161372951
85,0.458371028304,0.405372403595
86,0.456687390804,0.405564999379
87,0.455048337579,0.405753229011
88,0.45343400538,0.405940973516
89,0.451837569475,0.406152489288
90,0.450256496668,0.406294146641
91,0.448677927256,0.406477039866
92,0.447110131383,0.406652656172
93,0.445552453399,0.406836519654
94,0.444001093507,0.406988364692
95,0.442448943853,0.407163980999
96,0.440891563892,0.40740605983
97,0.439327821136,0.407615149963
98,0.437755674124,0.407816963177
99,0.436171576381,0.408011499472
100,0.434575676918,0.408248241896
101,0.432967275381,0.408477222274
102,0.431351497769,0.408672243697
103,0.42971919477,0.408845919492
104,0.428063094616,0.409071503974
105,0.426392883062,0.40927283206
106,0.42470702529,0.409529949857
107,0.423012375832,0.409697804117
108,0.421309813857,0.409954921914
109,0.419614627957,0.410185357675
110,0.417921453714,0.410376983203
