Epoch,Validation Loss,Sparsity
1,0.867898881435,0.979730870436
2,0.689926296473,0.980492521268
3,0.63943707943,0.981705826192
4,0.616426438093,0.982072582899
5,0.585741728544,0.982108482365
6,0.533756971359,0.982176885401
7,0.489955455065,0.982190954111
8,0.456749200821,0.98219580539
9,0.434614002705,0.982197745902
10,0.414997175336,0.982199201285
11,0.396104484797,0.982199686413
12,0.381808817387,0.982200656669
13,0.368671283126,0.982200656669
14,0.355592161417,0.982200656669
15,0.34065553546,0.982200656669
16,0.331645935774,0.982201141797
17,0.325936362147,0.982201141797
18,0.314495950937,0.982201626925
19,0.310229465365,0.982201626925
20,0.302609354258,0.982201626925
21,0.29712946713,0.982201626925
22,0.291136771441,0.982201626925
23,0.293617293239,0.982201626925
24,0.305596336722,0.982203082309
25,0.288061335683,0.982204052565
26,0.276439040899,0.982204052565
27,0.270548447967,0.982204052565
28,0.266805559397,0.982204052565
29,0.264784500003,0.982204537692
30,0.261911973357,0.982204537692
31,0.259493857622,0.982204537692
32,0.257569164038,0.982204537692
33,0.254361122847,0.982204537692
34,0.25483302772,0.982204537692
35,0.258881315589,0.982215695635
36,0.259371623397,0.982215695635
37,0.25959661603,0.982215695635
38,0.256438449025,0.982215695635
39,0.258071050048,0.982216180763
40,0.256208136678,0.982216180763
41,0.253212697804,0.982216180763
42,0.253978773952,0.982216180763
43,0.248677045107,0.982216180763
44,0.245515733957,0.982216180763
45,0.245910309255,0.982216180763
46,0.247665815055,0.982216180763
47,0.248620845377,0.982216180763
48,0.251789718866,0.982216180763
49,0.254274234176,0.982216180763
50,0.255446344614,0.982216180763
51,0.256566569209,0.982217151018
52,0.25526343286,0.982528118014
53,0.258843630552,0.982528118014
54,0.259877055883,0.982528118014
55,0.259078800678,0.982528118014
56,0.251425951719,0.982533939549
57,0.257490754128,0.982533939549
58,0.258238390088,0.982534909805
59,0.261192902923,0.982534909805
60,0.256271764636,0.982534909805
61,0.255741342902,0.982535394933
62,0.255690395832,0.982536365189
63,0.253835454583,0.982536365189
64,0.25187690556,0.982536365189
65,0.251609921455,0.982536365189
66,0.25259500742,0.982536365189
67,0.251119121909,0.982536365189
68,0.254019498825,0.982536365189
69,0.254369139671,0.982536365189
70,0.25256267935,0.982536365189
71,0.246941000223,0.982536365189
72,0.246642448008,0.982536365189
73,0.247966580093,0.982536365189
74,0.247953042388,0.982536365189
75,0.248218767345,0.982536365189
76,0.2478755638,0.982536365189
77,0.246245875955,0.982536365189
78,0.249871820211,0.982536365189
79,0.252122998238,0.982536365189
80,0.248193383217,0.982536365189
81,0.244899332523,0.982536365189
82,0.243653178215,0.982536365189
83,0.242697320879,0.982536365189
84,0.243290729821,0.982536365189
85,0.243579603732,0.982536365189
86,0.242975868285,0.982536365189
87,0.243445150554,0.982536365189
88,0.244712129235,0.982536365189
89,0.245081052184,0.982536365189
90,0.244574993849,0.982536365189
91,0.243914246559,0.982536365189
92,0.243718422949,0.982536365189
93,0.244148381054,0.982536365189
94,0.244561731815,0.982536365189
95,0.243983738124,0.982536365189
96,0.244821250439,0.982536365189
97,0.244871899486,0.982536365189
98,0.244495011866,0.982536365189
99,0.244435794652,0.982536365189
100,0.244577229023,0.982536365189
101,0.24485013634,0.982536365189
102,0.245121225715,0.982536365189
103,0.245295718312,0.982536365189
104,0.245323516428,0.982536365189
105,0.245371200144,0.982536365189
106,0.245423696935,0.982536365189
107,0.245655506849,0.982536365189
108,0.245752356946,0.982536365189
109,0.245786875486,0.982536365189
110,0.2458685413,0.982536365189
111,0.246057339013,0.982536365189
112,0.246172212064,0.982536365189
113,0.246254868805,0.982536365189
114,0.246358394623,0.982536365189
115,0.246472164989,0.982536365189
116,0.246596880257,0.982536365189
117,0.24664722383,0.982536365189
118,0.246721208096,0.982536365189
119,0.246822267771,0.982536365189
120,0.246925599873,0.982536365189
121,0.246973894536,0.982536365189
122,0.247031226754,0.982536365189
123,0.247139915824,0.982536365189
124,0.247224397957,0.982536365189
125,0.247323296964,0.982536365189
126,0.247351497412,0.982536365189
127,0.24747659266,0.982536365189
128,0.247523523867,0.982536365189
129,0.247550986707,0.982536365189
130,0.247624784708,0.982536365189
131,0.247712485492,0.982536365189
132,0.247765481472,0.982536365189
133,0.247811965644,0.982536365189
134,0.24789096415,0.982536365189
135,0.247946217656,0.982536365189
136,0.248010590672,0.982536365189
137,0.248069569468,0.982536365189
138,0.248128473759,0.982536365189
139,0.248165503144,0.982536365189
140,0.248214423656,0.982536365189
141,0.248254746199,0.982536365189
142,0.248303212225,0.982536365189
143,0.248352974653,0.982536365189
144,0.248394027352,0.982536365189
145,0.248447328806,0.982536365189
146,0.248482771218,0.982536365189
147,0.248519338667,0.982536365189
148,0.248575545847,0.982536365189
149,0.248617134988,0.982536365189
150,0.248644091189,0.982536365189
151,0.248687744141,0.982536365189
152,0.248714834452,0.982536365189
153,0.248759515584,0.982536365189
154,0.248791992664,0.982536365189
155,0.248822458088,0.982536365189
